"Date","League","Home","Away","Team","Minute","Event","Event.number.for.team","Home.Corners","Away.Corners","Home.SOT","Away.SOT","Home.SOffT","Away.SOffT","Home.Attacks","Away.Attacks","Home.DAT","Away.DAT","Home.Possession","Away.Possession","AH.Line","AH.Home.Odds","AH.Away.Odds","Asian.Corners.Line","Asian.Corners.O.Odds","Asian.Corners.U.Odds","Goal.Line","Goal.O.Odds","Goal.U.Odds","Corner.Handicap","Home.Handicap.Corner.Odds","Away.Handicap.Corner.Odds","Game.URL","eventid"
"27.04.2025","Germany Bundesliga I","Werder Bremen","St Pauli","St Pauli","9","Corner",1,1,3,2,4,8,6,110,105,39,44,51,49,"Full (-0.5)",2.02,1.88,"Full (9.5)",1.85,1.95,"Full (2.5)",1.86,2.04,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688121","27.04.2025Werder BremenSt PauliSt Pauli9Corner1"
"27.04.2025","Germany Bundesliga I","Werder Bremen","St Pauli","St Pauli","41","Corner",2,1,3,2,4,8,6,110,105,39,44,51,49,"Full (-0.5)",2.02,1.88,"Full (9.5)",1.85,1.95,"Full (2.5)",1.86,2.04,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688121","27.04.2025Werder BremenSt PauliSt Pauli41Corner2"
"27.04.2025","Germany Bundesliga I","Werder Bremen","St Pauli","St Pauli","45+2","Corner",3,1,3,2,4,8,6,110,105,39,44,51,49,"Full (-0.5)",2.02,1.88,"Full (9.5)",1.85,1.95,"Full (2.5)",1.86,2.04,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688121","27.04.2025Werder BremenSt PauliSt Pauli45+2Corner3"
"27.04.2025","Germany Bundesliga I","Werder Bremen","St Pauli","Werder Bremen","50","Corner",1,1,3,2,4,8,6,110,105,39,44,51,49,"Full (-0.5)",2.02,1.88,"Full (9.5)",1.85,1.95,"Full (2.5)",1.86,2.04,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688121","27.04.2025Werder BremenSt PauliWerder Bremen50Corner1"
"27.04.2025","Germany Bundesliga I","Werder Bremen","St Pauli","St Pauli","63","Yellow Card",1,1,3,2,4,8,6,110,105,39,44,51,49,"Full (-0.5)",2.02,1.88,"Full (9.5)",1.85,1.95,"Full (2.5)",1.86,2.04,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688121","27.04.2025Werder BremenSt PauliSt Pauli63Yellow Card1"
"27.04.2025","Germany Bundesliga I","Werder Bremen","St Pauli","Werder Bremen","82","Yellow Card",1,1,3,2,4,8,6,110,105,39,44,51,49,"Full (-0.5)",2.02,1.88,"Full (9.5)",1.85,1.95,"Full (2.5)",1.86,2.04,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688121","27.04.2025Werder BremenSt PauliWerder Bremen82Yellow Card1"
"27.04.2025","Germany Bundesliga I","Werder Bremen","St Pauli","St Pauli","89","Yellow Card",2,1,3,2,4,8,6,110,105,39,44,51,49,"Full (-0.5)",2.02,1.88,"Full (9.5)",1.85,1.95,"Full (2.5)",1.86,2.04,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688121","27.04.2025Werder BremenSt PauliSt Pauli89Yellow Card2"
"27.04.2025","Germany Bundesliga I","Werder Bremen","St Pauli","Werder Bremen","90","Yellow Card",2,1,3,2,4,8,6,110,105,39,44,51,49,"Full (-0.5)",2.02,1.88,"Full (9.5)",1.85,1.95,"Full (2.5)",1.86,2.04,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688121","27.04.2025Werder BremenSt PauliWerder Bremen90Yellow Card2"
"27.04.2025","Germany Bundesliga I","Werder Bremen","St Pauli","St Pauli","90+2","Red Card",1,1,3,2,4,8,6,110,105,39,44,51,49,"Full (-0.5)",2.02,1.88,"Full (9.5)",1.85,1.95,"Full (2.5)",1.86,2.04,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688121","27.04.2025Werder BremenSt PauliSt Pauli90+2Red Card1"
"27.04.2025","Germany Bundesliga I","Bochum","Union Berlin","Bochum","5","Corner",1,10,4,4,1,6,4,148,81,50,31,66,34,"Full (0.0, -0.5)",2.06,1.84,"Full (10.0)",1.85,1.95,"Full (2.5, 3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688119","27.04.2025BochumUnion BerlinBochum5Corner1"
"27.04.2025","Germany Bundesliga I","Bochum","Union Berlin","Bochum","6","Corner",2,10,4,4,1,6,4,148,81,50,31,66,34,"Full (0.0, -0.5)",2.06,1.84,"Full (10.0)",1.85,1.95,"Full (2.5, 3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688119","27.04.2025BochumUnion BerlinBochum6Corner2"
"27.04.2025","Germany Bundesliga I","Bochum","Union Berlin","Bochum","7","Corner",3,10,4,4,1,6,4,148,81,50,31,66,34,"Full (0.0, -0.5)",2.06,1.84,"Full (10.0)",1.85,1.95,"Full (2.5, 3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688119","27.04.2025BochumUnion BerlinBochum7Corner3"
"27.04.2025","Germany Bundesliga I","Bochum","Union Berlin","Union Berlin","12","Corner",1,10,4,4,1,6,4,148,81,50,31,66,34,"Full (0.0, -0.5)",2.06,1.84,"Full (10.0)",1.85,1.95,"Full (2.5, 3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688119","27.04.2025BochumUnion BerlinUnion Berlin12Corner1"
"27.04.2025","Germany Bundesliga I","Bochum","Union Berlin","Union Berlin","17","Corner",2,10,4,4,1,6,4,148,81,50,31,66,34,"Full (0.0, -0.5)",2.06,1.84,"Full (10.0)",1.85,1.95,"Full (2.5, 3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688119","27.04.2025BochumUnion BerlinUnion Berlin17Corner2"
"27.04.2025","Germany Bundesliga I","Bochum","Union Berlin","Union Berlin","17","Goal",1,10,4,4,1,6,4,148,81,50,31,66,34,"Full (0.0, -0.5)",2.06,1.84,"Full (10.0)",1.85,1.95,"Full (2.5, 3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688119","27.04.2025BochumUnion BerlinUnion Berlin17Goal1"
"27.04.2025","Germany Bundesliga I","Bochum","Union Berlin","Union Berlin","20","Yellow Card",1,10,4,4,1,6,4,148,81,50,31,66,34,"Full (0.0, -0.5)",2.06,1.84,"Full (10.0)",1.85,1.95,"Full (2.5, 3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688119","27.04.2025BochumUnion BerlinUnion Berlin20Yellow Card1"
"27.04.2025","Germany Bundesliga I","Bochum","Union Berlin","Bochum","28","Corner",4,10,4,4,1,6,4,148,81,50,31,66,34,"Full (0.0, -0.5)",2.06,1.84,"Full (10.0)",1.85,1.95,"Full (2.5, 3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688119","27.04.2025BochumUnion BerlinBochum28Corner4"
"27.04.2025","Germany Bundesliga I","Bochum","Union Berlin","Bochum","32","Corner",5,10,4,4,1,6,4,148,81,50,31,66,34,"Full (0.0, -0.5)",2.06,1.84,"Full (10.0)",1.85,1.95,"Full (2.5, 3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688119","27.04.2025BochumUnion BerlinBochum32Corner5"
"27.04.2025","Germany Bundesliga I","Bochum","Union Berlin","Bochum","36","Yellow Card",1,10,4,4,1,6,4,148,81,50,31,66,34,"Full (0.0, -0.5)",2.06,1.84,"Full (10.0)",1.85,1.95,"Full (2.5, 3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688119","27.04.2025BochumUnion BerlinBochum36Yellow Card1"
"27.04.2025","Germany Bundesliga I","Bochum","Union Berlin","Union Berlin","41","Yellow Card",2,10,4,4,1,6,4,148,81,50,31,66,34,"Full (0.0, -0.5)",2.06,1.84,"Full (10.0)",1.85,1.95,"Full (2.5, 3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688119","27.04.2025BochumUnion BerlinUnion Berlin41Yellow Card2"
"27.04.2025","Germany Bundesliga I","Bochum","Union Berlin","Bochum","45+2","Corner",6,10,4,4,1,6,4,148,81,50,31,66,34,"Full (0.0, -0.5)",2.06,1.84,"Full (10.0)",1.85,1.95,"Full (2.5, 3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688119","27.04.2025BochumUnion BerlinBochum45+2Corner6"
"27.04.2025","Germany Bundesliga I","Bochum","Union Berlin","Bochum","50","Yellow Card",2,10,4,4,1,6,4,148,81,50,31,66,34,"Full (0.0, -0.5)",2.06,1.84,"Full (10.0)",1.85,1.95,"Full (2.5, 3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688119","27.04.2025BochumUnion BerlinBochum50Yellow Card2"
"27.04.2025","Germany Bundesliga I","Bochum","Union Berlin","Bochum","55","Corner",7,10,4,4,1,6,4,148,81,50,31,66,34,"Full (0.0, -0.5)",2.06,1.84,"Full (10.0)",1.85,1.95,"Full (2.5, 3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688119","27.04.2025BochumUnion BerlinBochum55Corner7"
"27.04.2025","Germany Bundesliga I","Bochum","Union Berlin","Bochum","68","Goal",1,10,4,4,1,6,4,148,81,50,31,66,34,"Full (0.0, -0.5)",2.06,1.84,"Full (10.0)",1.85,1.95,"Full (2.5, 3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688119","27.04.2025BochumUnion BerlinBochum68Goal1"
"27.04.2025","Germany Bundesliga I","Bochum","Union Berlin","Bochum","75","Corner",8,10,4,4,1,6,4,148,81,50,31,66,34,"Full (0.0, -0.5)",2.06,1.84,"Full (10.0)",1.85,1.95,"Full (2.5, 3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688119","27.04.2025BochumUnion BerlinBochum75Corner8"
"27.04.2025","Germany Bundesliga I","Bochum","Union Berlin","Union Berlin","77","Corner",3,10,4,4,1,6,4,148,81,50,31,66,34,"Full (0.0, -0.5)",2.06,1.84,"Full (10.0)",1.85,1.95,"Full (2.5, 3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688119","27.04.2025BochumUnion BerlinUnion Berlin77Corner3"
"27.04.2025","Germany Bundesliga I","Bochum","Union Berlin","Bochum","90+1","Corner",9,10,4,4,1,6,4,148,81,50,31,66,34,"Full (0.0, -0.5)",2.06,1.84,"Full (10.0)",1.85,1.95,"Full (2.5, 3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688119","27.04.2025BochumUnion BerlinBochum90+1Corner9"
"27.04.2025","Germany Bundesliga I","Bochum","Union Berlin","Bochum","90+3","Yellow Card",3,10,4,4,1,6,4,148,81,50,31,66,34,"Full (0.0, -0.5)",2.06,1.84,"Full (10.0)",1.85,1.95,"Full (2.5, 3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688119","27.04.2025BochumUnion BerlinBochum90+3Yellow Card3"
"27.04.2025","Germany Bundesliga I","Bochum","Union Berlin","Bochum","90+5","Corner",10,10,4,4,1,6,4,148,81,50,31,66,34,"Full (0.0, -0.5)",2.06,1.84,"Full (10.0)",1.85,1.95,"Full (2.5, 3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688119","27.04.2025BochumUnion BerlinBochum90+5Corner10"
"27.04.2025","Germany Bundesliga I","Bochum","Union Berlin","Union Berlin","90+7","Corner",4,10,4,4,1,6,4,148,81,50,31,66,34,"Full (0.0, -0.5)",2.06,1.84,"Full (10.0)",1.85,1.95,"Full (2.5, 3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688119","27.04.2025BochumUnion BerlinUnion Berlin90+7Corner4"
"26.04.2025","Germany Bundesliga I","Eintracht Frankfurt","RB Leipzig","Eintracht Frankfurt","3","Corner",1,8,4,6,3,3,4,78,112,53,40,46,54,"Full (-0.5)",2.03,1.87,"Full (10.0)",1.925,1.875,"Full (3.0, 3.5)",1.95,1.95,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688117","26.04.2025Eintracht FrankfurtRB LeipzigEintracht Frankfurt3Corner1"
"26.04.2025","Germany Bundesliga I","Eintracht Frankfurt","RB Leipzig","Eintracht Frankfurt","4","Corner",2,8,4,6,3,3,4,78,112,53,40,46,54,"Full (-0.5)",2.03,1.87,"Full (10.0)",1.925,1.875,"Full (3.0, 3.5)",1.95,1.95,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688117","26.04.2025Eintracht FrankfurtRB LeipzigEintracht Frankfurt4Corner2"
"26.04.2025","Germany Bundesliga I","Eintracht Frankfurt","RB Leipzig","RB Leipzig","14","Corner",1,8,4,6,3,3,4,78,112,53,40,46,54,"Full (-0.5)",2.03,1.87,"Full (10.0)",1.925,1.875,"Full (3.0, 3.5)",1.95,1.95,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688117","26.04.2025Eintracht FrankfurtRB LeipzigRB Leipzig14Corner1"
"26.04.2025","Germany Bundesliga I","Eintracht Frankfurt","RB Leipzig","RB Leipzig","17","Corner",2,8,4,6,3,3,4,78,112,53,40,46,54,"Full (-0.5)",2.03,1.87,"Full (10.0)",1.925,1.875,"Full (3.0, 3.5)",1.95,1.95,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688117","26.04.2025Eintracht FrankfurtRB LeipzigRB Leipzig17Corner2"
"26.04.2025","Germany Bundesliga I","Eintracht Frankfurt","RB Leipzig","Eintracht Frankfurt","21","Goal",1,8,4,6,3,3,4,78,112,53,40,46,54,"Full (-0.5)",2.03,1.87,"Full (10.0)",1.925,1.875,"Full (3.0, 3.5)",1.95,1.95,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688117","26.04.2025Eintracht FrankfurtRB LeipzigEintracht Frankfurt21Goal1"
"26.04.2025","Germany Bundesliga I","Eintracht Frankfurt","RB Leipzig","Eintracht Frankfurt","24","Corner",3,8,4,6,3,3,4,78,112,53,40,46,54,"Full (-0.5)",2.03,1.87,"Full (10.0)",1.925,1.875,"Full (3.0, 3.5)",1.95,1.95,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688117","26.04.2025Eintracht FrankfurtRB LeipzigEintracht Frankfurt24Corner3"
"26.04.2025","Germany Bundesliga I","Eintracht Frankfurt","RB Leipzig","Eintracht Frankfurt","30","Corner",4,8,4,6,3,3,4,78,112,53,40,46,54,"Full (-0.5)",2.03,1.87,"Full (10.0)",1.925,1.875,"Full (3.0, 3.5)",1.95,1.95,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688117","26.04.2025Eintracht FrankfurtRB LeipzigEintracht Frankfurt30Corner4"
"26.04.2025","Germany Bundesliga I","Eintracht Frankfurt","RB Leipzig","RB Leipzig","35","Corner",3,8,4,6,3,3,4,78,112,53,40,46,54,"Full (-0.5)",2.03,1.87,"Full (10.0)",1.925,1.875,"Full (3.0, 3.5)",1.95,1.95,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688117","26.04.2025Eintracht FrankfurtRB LeipzigRB Leipzig35Corner3"
"26.04.2025","Germany Bundesliga I","Eintracht Frankfurt","RB Leipzig","Eintracht Frankfurt","39","Corner",5,8,4,6,3,3,4,78,112,53,40,46,54,"Full (-0.5)",2.03,1.87,"Full (10.0)",1.925,1.875,"Full (3.0, 3.5)",1.95,1.95,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688117","26.04.2025Eintracht FrankfurtRB LeipzigEintracht Frankfurt39Corner5"
"26.04.2025","Germany Bundesliga I","Eintracht Frankfurt","RB Leipzig","Eintracht Frankfurt","42","Corner",6,8,4,6,3,3,4,78,112,53,40,46,54,"Full (-0.5)",2.03,1.87,"Full (10.0)",1.925,1.875,"Full (3.0, 3.5)",1.95,1.95,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688117","26.04.2025Eintracht FrankfurtRB LeipzigEintracht Frankfurt42Corner6"
"26.04.2025","Germany Bundesliga I","Eintracht Frankfurt","RB Leipzig","RB Leipzig","50","Red Card",1,8,4,6,3,3,4,78,112,53,40,46,54,"Full (-0.5)",2.03,1.87,"Full (10.0)",1.925,1.875,"Full (3.0, 3.5)",1.95,1.95,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688117","26.04.2025Eintracht FrankfurtRB LeipzigRB Leipzig50Red Card1"
"26.04.2025","Germany Bundesliga I","Eintracht Frankfurt","RB Leipzig","Eintracht Frankfurt","53","Goal",2,8,4,6,3,3,4,78,112,53,40,46,54,"Full (-0.5)",2.03,1.87,"Full (10.0)",1.925,1.875,"Full (3.0, 3.5)",1.95,1.95,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688117","26.04.2025Eintracht FrankfurtRB LeipzigEintracht Frankfurt53Goal2"
"26.04.2025","Germany Bundesliga I","Eintracht Frankfurt","RB Leipzig","Eintracht Frankfurt","57","Yellow Card",1,8,4,6,3,3,4,78,112,53,40,46,54,"Full (-0.5)",2.03,1.87,"Full (10.0)",1.925,1.875,"Full (3.0, 3.5)",1.95,1.95,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688117","26.04.2025Eintracht FrankfurtRB LeipzigEintracht Frankfurt57Yellow Card1"
"26.04.2025","Germany Bundesliga I","Eintracht Frankfurt","RB Leipzig","Eintracht Frankfurt","67","Corner",7,8,4,6,3,3,4,78,112,53,40,46,54,"Full (-0.5)",2.03,1.87,"Full (10.0)",1.925,1.875,"Full (3.0, 3.5)",1.95,1.95,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688117","26.04.2025Eintracht FrankfurtRB LeipzigEintracht Frankfurt67Corner7"
"26.04.2025","Germany Bundesliga I","Eintracht Frankfurt","RB Leipzig","Eintracht Frankfurt","67","Goal",3,8,4,6,3,3,4,78,112,53,40,46,54,"Full (-0.5)",2.03,1.87,"Full (10.0)",1.925,1.875,"Full (3.0, 3.5)",1.95,1.95,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688117","26.04.2025Eintracht FrankfurtRB LeipzigEintracht Frankfurt67Goal3"
"26.04.2025","Germany Bundesliga I","Eintracht Frankfurt","RB Leipzig","RB Leipzig","70","Yellow Card",1,8,4,6,3,3,4,78,112,53,40,46,54,"Full (-0.5)",2.03,1.87,"Full (10.0)",1.925,1.875,"Full (3.0, 3.5)",1.95,1.95,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688117","26.04.2025Eintracht FrankfurtRB LeipzigRB Leipzig70Yellow Card1"
"26.04.2025","Germany Bundesliga I","Eintracht Frankfurt","RB Leipzig","Eintracht Frankfurt","71","Corner",8,8,4,6,3,3,4,78,112,53,40,46,54,"Full (-0.5)",2.03,1.87,"Full (10.0)",1.925,1.875,"Full (3.0, 3.5)",1.95,1.95,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688117","26.04.2025Eintracht FrankfurtRB LeipzigEintracht Frankfurt71Corner8"
"26.04.2025","Germany Bundesliga I","Eintracht Frankfurt","RB Leipzig","Eintracht Frankfurt","71","Goal",4,8,4,6,3,3,4,78,112,53,40,46,54,"Full (-0.5)",2.03,1.87,"Full (10.0)",1.925,1.875,"Full (3.0, 3.5)",1.95,1.95,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688117","26.04.2025Eintracht FrankfurtRB LeipzigEintracht Frankfurt71Goal4"
"26.04.2025","Germany Bundesliga I","Eintracht Frankfurt","RB Leipzig","RB Leipzig","90+2","Corner",4,8,4,6,3,3,4,78,112,53,40,46,54,"Full (-0.5)",2.03,1.87,"Full (10.0)",1.925,1.875,"Full (3.0, 3.5)",1.95,1.95,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688117","26.04.2025Eintracht FrankfurtRB LeipzigRB Leipzig90+2Corner4"
"26.04.2025","Germany Bundesliga I","Bayer Leverkusen","Augsburg","Bayer Leverkusen","5","Corner",1,3,7,5,2,9,9,88,94,56,49,53,47,"Full (-1.0, -1.5)",2.09,1.81,"Full (9.5)",1.85,1.95,"Full (3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688090","26.04.2025Bayer LeverkusenAugsburgBayer Leverkusen5Corner1"
"26.04.2025","Germany Bundesliga I","Bayer Leverkusen","Augsburg","Bayer Leverkusen","13","Goal",1,3,7,5,2,9,9,88,94,56,49,53,47,"Full (-1.0, -1.5)",2.09,1.81,"Full (9.5)",1.85,1.95,"Full (3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688090","26.04.2025Bayer LeverkusenAugsburgBayer Leverkusen13Goal1"
"26.04.2025","Germany Bundesliga I","Bayer Leverkusen","Augsburg","Augsburg","44","Corner",1,3,7,5,2,9,9,88,94,56,49,53,47,"Full (-1.0, -1.5)",2.09,1.81,"Full (9.5)",1.85,1.95,"Full (3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688090","26.04.2025Bayer LeverkusenAugsburgAugsburg44Corner1"
"26.04.2025","Germany Bundesliga I","Bayer Leverkusen","Augsburg","Bayer Leverkusen","45+1","Goal",2,3,7,5,2,9,9,88,94,56,49,53,47,"Full (-1.0, -1.5)",2.09,1.81,"Full (9.5)",1.85,1.95,"Full (3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688090","26.04.2025Bayer LeverkusenAugsburgBayer Leverkusen45+1Goal2"
"26.04.2025","Germany Bundesliga I","Bayer Leverkusen","Augsburg","Bayer Leverkusen","49","Corner",2,3,7,5,2,9,9,88,94,56,49,53,47,"Full (-1.0, -1.5)",2.09,1.81,"Full (9.5)",1.85,1.95,"Full (3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688090","26.04.2025Bayer LeverkusenAugsburgBayer Leverkusen49Corner2"
"26.04.2025","Germany Bundesliga I","Bayer Leverkusen","Augsburg","Augsburg","52","Corner",2,3,7,5,2,9,9,88,94,56,49,53,47,"Full (-1.0, -1.5)",2.09,1.81,"Full (9.5)",1.85,1.95,"Full (3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688090","26.04.2025Bayer LeverkusenAugsburgAugsburg52Corner2"
"26.04.2025","Germany Bundesliga I","Bayer Leverkusen","Augsburg","Augsburg","59","Corner",3,3,7,5,2,9,9,88,94,56,49,53,47,"Full (-1.0, -1.5)",2.09,1.81,"Full (9.5)",1.85,1.95,"Full (3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688090","26.04.2025Bayer LeverkusenAugsburgAugsburg59Corner3"
"26.04.2025","Germany Bundesliga I","Bayer Leverkusen","Augsburg","Augsburg","63","Corner",4,3,7,5,2,9,9,88,94,56,49,53,47,"Full (-1.0, -1.5)",2.09,1.81,"Full (9.5)",1.85,1.95,"Full (3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688090","26.04.2025Bayer LeverkusenAugsburgAugsburg63Corner4"
"26.04.2025","Germany Bundesliga I","Bayer Leverkusen","Augsburg","Augsburg","72","Corner",5,3,7,5,2,9,9,88,94,56,49,53,47,"Full (-1.0, -1.5)",2.09,1.81,"Full (9.5)",1.85,1.95,"Full (3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688090","26.04.2025Bayer LeverkusenAugsburgAugsburg72Corner5"
"26.04.2025","Germany Bundesliga I","Bayer Leverkusen","Augsburg","Augsburg","73","Corner",6,3,7,5,2,9,9,88,94,56,49,53,47,"Full (-1.0, -1.5)",2.09,1.81,"Full (9.5)",1.85,1.95,"Full (3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688090","26.04.2025Bayer LeverkusenAugsburgAugsburg73Corner6"
"26.04.2025","Germany Bundesliga I","Bayer Leverkusen","Augsburg","Augsburg","74","Corner",7,3,7,5,2,9,9,88,94,56,49,53,47,"Full (-1.0, -1.5)",2.09,1.81,"Full (9.5)",1.85,1.95,"Full (3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688090","26.04.2025Bayer LeverkusenAugsburgAugsburg74Corner7"
"26.04.2025","Germany Bundesliga I","Bayer Leverkusen","Augsburg","Augsburg","83","Yellow Card",1,3,7,5,2,9,9,88,94,56,49,53,47,"Full (-1.0, -1.5)",2.09,1.81,"Full (9.5)",1.85,1.95,"Full (3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688090","26.04.2025Bayer LeverkusenAugsburgAugsburg83Yellow Card1"
"26.04.2025","Germany Bundesliga I","Bayer Leverkusen","Augsburg","Bayer Leverkusen","88","Corner",3,3,7,5,2,9,9,88,94,56,49,53,47,"Full (-1.0, -1.5)",2.09,1.81,"Full (9.5)",1.85,1.95,"Full (3.0)",2.06,1.84,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688090","26.04.2025Bayer LeverkusenAugsburgBayer Leverkusen88Corner3"
"26.04.2025","Germany Bundesliga I","Bayern Munich","Mainz","Bayern Munich","12","Corner",1,4,4,6,3,7,5,119,65,52,29,59,41,"Full (-2.0)",2.01,1.89,"Full (10.0)",1.9,1.9,"Full (3.5, 4.0)",1.84,2.06,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688097","26.04.2025Bayern MunichMainzBayern Munich12Corner1"
"26.04.2025","Germany Bundesliga I","Bayern Munich","Mainz","Bayern Munich","27","Goal",1,4,4,6,3,7,5,119,65,52,29,59,41,"Full (-2.0)",2.01,1.89,"Full (10.0)",1.9,1.9,"Full (3.5, 4.0)",1.84,2.06,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688097","26.04.2025Bayern MunichMainzBayern Munich27Goal1"
"26.04.2025","Germany Bundesliga I","Bayern Munich","Mainz","Mainz","36","Yellow Card",1,4,4,6,3,7,5,119,65,52,29,59,41,"Full (-2.0)",2.01,1.89,"Full (10.0)",1.9,1.9,"Full (3.5, 4.0)",1.84,2.06,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688097","26.04.2025Bayern MunichMainzMainz36Yellow Card1"
"26.04.2025","Germany Bundesliga I","Bayern Munich","Mainz","Bayern Munich","40","Goal",2,4,4,6,3,7,5,119,65,52,29,59,41,"Full (-2.0)",2.01,1.89,"Full (10.0)",1.9,1.9,"Full (3.5, 4.0)",1.84,2.06,"N.A.","N.A.","N.A.","https://www.totalcorner.com/match/corner-stats/172688097","26.04.2025Bayern MunichMainzBayern Munich40Goal2"
